repo_owner,repo_name,payload_commit_msg,created_at,dummy_column_do_not_delete,Status,commit_link,redirect_link,original_commit,Labels Gustavo,Labels Irineu,Labels Felipe,Consolidated Labels,Latest_404_status,What,Why,Codes,Themes,Secondary Themes,Noteworthy,Certainity,Environment,Bug fix,Level,Languages,Intention ,Repo,author_login,Final Themes,Final conditions,committer_login,Level detailed
jeky82,nexus5_kernel,"Revert ""msm: bam_dmux: Use power efficient workqueues for"" This reverts commit 5037e01a2d850e4e559d586eb027c81c2a39ca20.",02/04/2014 21:41:45,,REVERT,https://github.com/jeky82/nexus5_kernel/commit/8eba499a83a855648ddca9d5411f85c6e71e3e1b,,,[REVERT],[DO NOT ANALYZE],[REVERT] [5037e01a2d850e4e559d586eb027c81c2a39ca20],[5037e01a2d850e4e559d586eb027c81c2a39ca20],EXISTS,"Revert ""msm: bam_dmux: Use power efficient workqueues for""",,,,,,,,,,,,jeky82/nexus5_kernel,ggambard,,,ggambard,
Alucard24,Alucard-Kernel-jfltexx,alucard_governor: using power efficient wq. alucard_hotplug: cleaning during exit function.,02/04/2014 23:29:04,,OK,https://github.com/Alucard24/Alucard-Kernel-jfltexx/commit/a1e78bb98bb18152fe46a6134ba853de5e1e97fa,,,[OK][Power efficient work queue],[DO NOT ANALYZE],[OK] [Use power efficient work queue] [Work queue] [Kernel],[Power efficient work queue] [Use power efficient work queue] [Work queue] [Kernel],EXISTS,[using power efficient wq],[power saving],[Use power efficient work queue] [Work queue],[Use power efficient work queue],,,Certain,Android,No,OS,C,alucard_governor: using power efficient wq. alucard_hotplug: cleaning during exit function.,Alucard24/Alucard-Kernel-jfltexx,Alucard24,[Use power efficient library/device],,Alucard24,Kernel arch/Driver
Ccomp5950,Baystation12,"APC bugfix after someone messed with mah areas! This was probably bound to happen either way the previous version was based upon a faulty understanding of how the areas worked this is much more robust and only messes with the master areas and master areas needing power updates call power updates for the each of it's child areas. Also added where messing with SMESes called for an update on all areas power consumption, probably not required but doing so either way. We also rebuild the active_areas list every 5 minutes, if you get a engineer that wants to build a new area off of the station with APC's set rebuild_all_areas in the master controller and it will update instantly, otherwise wait 5 minutes. The only downside to this 5 minutes is you might get free energy until that area becomes active.",03/04/2014 02:09:16,,FALSE-POSITIVE,https://github.com/Ccomp5950/Baystation12/commit/6af132b83460589e082b55cd02c38ccb882678f1,,,[FALSE-POSITIVE],[DO NOT ANALYZE],[?] [Bug Fix],[Bug Fix],EXISTS,,,,,,,,,,,,,Ccomp5950/Baystation12,Ccomp5950,,,Ccomp5950,
X-ROM,android_frameworks_base,"Prevent Lockscreen album art from activating FLAG_KEEP_SCREEN_ON This is a small fix to the showWallpaper method, in which a power consumption problem has been introduced. This showWallpaper method toggles the window flag FLAG_SHOW_WALLPAPER, when album art is being shown in Lockscreen. It is important to set pixel format to PixelFormat.OPAQUE if flag FLAG_SHOW_WALLPAPER is not being set. If not, an application that uses window flag FLAG_KEEP_SCREEN_ON will prevent the keyguard from going to sleep and drain battery. Change-Id: I1808be28047977ae5ac4dd1168ea25cac8a55a78",03/04/2014 07:12:57,,DUPLICATE,https://github.com/X-ROM/android_frameworks_base/commit/6d597008d63596182748351e298ae239a7d0aef0,,,[OK][Set pixel format to PixelFormat.OPAQUE][DUP?][Android],[DO NOT ANALYZE],[OK] [Set Pixel to Opaque] [Android],[Set pixel format to PixelFormat.OPAQUE] [DUP?] [Android] [Set Pixel to Opaque],EXISTS,,,,,,[1757],,,,,,,X-ROM/android_frameworks_base,,,,aways,
major91,Zeta-Chromium-N5,msm: bam_dmux: Use power efficient workqueues for delayed timeouts There is no need to use a normal per-CPU workqueue for delayed power downs as they're not timing or performance critical and waking up a core for them would defeat some of the point. Signed-off-by: Luis Cruz <ljc2491@gmail.com> Signed-off-by: Pranav Vashi <neobuddy89@gmail.com> Signed-off-by: franciscofranco <franciscofranco.1990@gmail.com>,03/04/2014 09:08:04,,DUPLICATE,https://github.com/major91/Zeta-Chromium-N5/commit/93fc6b7fc5884b2bce96515389a93d85cef25298,,,[OK][Power efficient work queue],[DO NOT ANALYZE],[OK] [Use power efficient work queue] [Work queue],[Power efficient work queue] [Use power efficient work queue] [Work queue],EXISTS,,,,,,[1842],,,,,,,major91/Zeta-Chromium-N5,SyNtheticNightmar3,,,major91,
jhrr,dotfiles,add screen power saving aliases,03/04/2014 12:35:27,,NOT-FOUND,https://github.com/jhrr/dotfiles/commit/b58e984b89661902f949a71db7dec6ad569814a2,,,[RELATED][Power saving aliases],[DO NOT ANALYZE],[RELATED] [Add Screen Power Saving Aliases],[Power saving aliases] [Add Screen Power Saving Aliases],NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,jhrr/dotfiles,jhrr,,,jhrr,
ResurrectionRemix,android_frameworks_base,"Prevent Lockscreen album art from activating FLAG_KEEP_SCREEN_ON This is a small fix to the showWallpaper method, in which a power consumption problem has been introduced. This showWallpaper method toggles the window flag FLAG_SHOW_WALLPAPER, when album art is being shown in Lockscreen. It is important to set pixel format to PixelFormat.OPAQUE if flag FLAG_SHOW_WALLPAPER is not being set. If not, an application that uses window flag FLAG_KEEP_SCREEN_ON will prevent the keyguard from going to sleep and drain battery. Change-Id: I1808be28047977ae5ac4dd1168ea25cac8a55a78 Conflicts: packages/Keyguard/src/com/android/keyguard/KeyguardViewManager.java",03/04/2014 14:07:02,,FALSE-POSITIVE,https://github.com/ResurrectionRemix/android_frameworks_base/commit/679dc2f6db76d3132f5acbf628d57eee5e2d71de,,,[OK][Set pixel format to PixelFormat.OPAQUE][DUP?][Android],[DO NOT ANALYZE],[OK] [Set Pixel to Opaque] [Android],[Set pixel format to PixelFormat.OPAQUE] [DUP?] [Android] [Set Pixel to Opaque],EXISTS,,,,,,,,,,,,,ResurrectionRemix/android_frameworks_base,,,,westcripp,
usmcamgrimm,frameworks_base,"Prevent Lockscreen album art from activating FLAG_KEEP_SCREEN_ON This is a small fix to the showWallpaper method, in which a power consumption problem has been introduced. This showWallpaper method toggles the window flag FLAG_SHOW_WALLPAPER, when album art is being shown in Lockscreen. It is important to set pixel format to PixelFormat.OPAQUE if flag FLAG_SHOW_WALLPAPER is not being set. If not, an application that uses window flag FLAG_KEEP_SCREEN_ON will prevent the keyguard from going to sleep and drain battery. Change-Id: I1808be28047977ae5ac4dd1168ea25cac8a55a78",03/04/2014 15:50:51,,DUPLICATE,https://github.com/usmcamgrimm/frameworks_base/commit/650aa885970480894b585bae9462b5d9266f3eb4,,,[DUP],[DO NOT ANALYZE],[DUPLICATE] [6d597008d63596182748351e298ae239a7d0aef0],[6d597008d63596182748351e298ae239a7d0aef0],EXISTS,,,,,,,,,,,,,usmcamgrimm/frameworks_base,,,,nuclearmistake,
TeamHorizon,android_kernel_lge_hammerhead,"Revert ""ASoC: pcm: Use the power efficient workqueue for delayed powerdown"" This reverts commit e9caf64d51ae5bc023315871c8f3519fc21e6368.",03/04/2014 16:07:35,,REVERT,https://github.com/TeamHorizon/android_kernel_lge_hammerhead/commit/2c3092e538af59446c26c9a3b21e69ba76e0172b,,,[REVERT][WHY???],[DO NOT ANALYZE],[REVERT] [e9caf64d51ae5bc023315871c8f3519fc21e6368],[WHY???] [e9caf64d51ae5bc023315871c8f3519fc21e6368],EXISTS,"Revert ""ASoC: pcm: Use the power efficient workqueue for delayed powerdown""",,,,,,,,,,,,TeamHorizon/android_kernel_lge_hammerhead,pcarenza,,,pcarenza,
Canonical-kernel,Ubuntu-kernel,"usb: musb: dsps: move try_idle to start hook BugLink: http://bugs.launchpad.net/bugs/1265614 commit 8b9fcce2d88586b9a120ff3e039d8f42413f0bb0 upstream. The timer is initialized right after musb is probed. There is actually no need to have this timer running because _nothing_ will happen until we have the gadget loaded. Also we need this timer only if we run in OTG mode _and_ we need it also after the gadget has been replaced with another one. I've been looking at am35x.c, da8xx.c, omap2430.c, tusb6010.c. da8xx seem to have the same problem as dsps and doing mostly the same thing. tusb6010 seem to do something different and do some actual ""idle / power saving"" work so I am not too comfortable to remove musb_platform_try_idle() from musb_gadget_setup(). Therefore this patch does not start the timer if there is no gadget active (which is at musb_gadget_setup() at time). In order to have the timer active after the gadget is loaded it will be triggered from dsps_musb_enable(). Signed-off-by: Sebastian Andrzej Siewior <bigeasy@linutronix.de> Signed-off-by: Felipe Balbi <balbi@ti.com> [ luis: backported to 3.11: adjusted context ] Signed-off-by: Luis Henriques <luis.henriques@canonical.com> Signed-off-by: Brad Figg <brad.figg@canonical.com>",03/04/2014 17:56:21,,FALSE-POSITIVE,https://github.com/Canonical-kernel/Ubuntu-kernel/commit/79982ff1fa70eff8b3dd9a904e66ee7ee4ffdc1c,,,[FALSE-POSITIVE],[DO NOT ANALYZE],[FALSE-POSITIVE],,EXISTS,,,,,,,,,,,,,Canonical-kernel/Ubuntu-kernel,,,,,
CyanogenMod,android_frameworks_base,"server: start cne service Connectivity Engine (CnE) provides advanced network selection per socket, reduced signalling traffic, and increased power savings. The service implements the interface defined by CNEManager which Android applications may use. Change-Id: I9ffd1f5d60f5e9e185ab482a35b3b07f29a4124c (cherry picked from commit 3a4e3ba1bc67c460ec3c2fd4ef169ae25e3e69b1) (cherry picked from commit 1bb0036652318ac8bbecf3e6c810bbc779387c61) (cherry picked from commit 3c8af4a2546d9b71d113072d680107cb56651e71) (cherry picked from commit 861a4b062196020bf24a5b3731c717b5b95a7d77) (cherry picked from commit e3dba9799892f13c5bc2376b81cf5dceae17492c) Add Connectivity Engine (CnE) WQE support Enhanced connectivity features viz. Wifi Quality Estimation. Supports dual network mode - wifi & mobile simultaneously. Use QcConnectivityService when CnE is enabled for all CnE features. Change-Id: I14b02e21515bfc1b5fd2fc4f28e5190fa80f83f8 server: Initialize ConnectivityService on low memory device Skip initialization of QcConnectivityService and use ConnectivityService.java for a low memory device CRs-Fixed: 531430 Change-Id: I2111ec32f6e40ca79b7fc91ec4cef97ac27f3b3a Update CNE feature values. Start QcConnectivityServices for the new application traffic profiling feature too. Change-Id: I52ae76420ebd098d43fe0663f41ce622a407b90e connectivity: allow inheritance to subclass set modifier to protected in order to allow subclass to use the same data and avoid redefinition. Change-Id: I2dc688d3e433775cb073ec6faae3981807212cc9 Change visibility of methods Change the visibility of some methods so that they are accessible to the child class. Change-Id: Ie1a45978b42742cac0aaedba29fb2375882c0ae4 CRs-Fixed: 611347",04/04/2014 09:43:30,,OK,https://github.com/CyanogenMod/android_frameworks_base/commit/a9ff5a97e3c7de3438b19bbe0a43d28f53695edd,,,[OK][reduced signalling traffic],[DO NOT ANALYZE],[OK][reduced signalling traffic],[reduced signalling traffic],EXISTS,,,[REVIEW] [Use power saving component] [Reduce signalling traffic],[Enable power saving service],,,Certain,Android,No,OS,Java,"server: start cne serviceConnectivity Engine (CnE) provides advanced network selection per socket,reduced signalling traffic, and increased power savings.The service implements the interface defined by CNEManager which Androidapplications may use.",CyanogenMod/android_frameworks_base,,[Use power efficient library/device],,cyanogen,Framework
TeamTREX,android_frameworks_base,"Prevent Lockscreen album art from activating FLAG_KEEP_SCREEN_ON This is a small fix to the showWallpaper method, in which a power consumption problem has been introduced. This showWallpaper method toggles the window flag FLAG_SHOW_WALLPAPER, when album art is being shown in Lockscreen. It is important to set pixel format to PixelFormat.OPAQUE if flag FLAG_SHOW_WALLPAPER is not being set. If not, an application that uses window flag FLAG_KEEP_SCREEN_ON will prevent the keyguard from going to sleep and drain battery. Change-Id: I1808be28047977ae5ac4dd1168ea25cac8a55a78",04/04/2014 11:07:08,,NOT-FOUND,https://github.com/TeamTREX/android_frameworks_base/commit/8f82e648290bb59cd65e2429fe89a4ca7012726d,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,TeamTREX/android_frameworks_base,,,,,
PAC-man,android_frameworks_base,"server: start cne service Connectivity Engine (CnE) provides advanced network selection per socket, reduced signalling traffic, and increased power savings. The service implements the interface defined by CNEManager which Android applications may use. Change-Id: I9ffd1f5d60f5e9e185ab482a35b3b07f29a4124c (cherry picked from commit 3a4e3ba1bc67c460ec3c2fd4ef169ae25e3e69b1) (cherry picked from commit 1bb0036652318ac8bbecf3e6c810bbc779387c61) (cherry picked from commit 3c8af4a2546d9b71d113072d680107cb56651e71) (cherry picked from commit 861a4b062196020bf24a5b3731c717b5b95a7d77) (cherry picked from commit e3dba9799892f13c5bc2376b81cf5dceae17492c) Add Connectivity Engine (CnE) WQE support Enhanced connectivity features viz. Wifi Quality Estimation. Supports dual network mode - wifi & mobile simultaneously. Use QcConnectivityService when CnE is enabled for all CnE features. Change-Id: I14b02e21515bfc1b5fd2fc4f28e5190fa80f83f8 server: Initialize ConnectivityService on low memory device Skip initialization of QcConnectivityService and use ConnectivityService.java for a low memory device CRs-Fixed: 531430 Change-Id: I2111ec32f6e40ca79b7fc91ec4cef97ac27f3b3a Update CNE feature values. Start QcConnectivityServices for the new application traffic profiling feature too. Change-Id: I52ae76420ebd098d43fe0663f41ce622a407b90e connectivity: allow inheritance to subclass set modifier to protected in order to allow subclass to use the same data and avoid redefinition. Change-Id: I2dc688d3e433775cb073ec6faae3981807212cc9 Change visibility of methods Change the visibility of some methods so that they are accessible to the child class. Change-Id: Ie1a45978b42742cac0aaedba29fb2375882c0ae4 CRs-Fixed: 611347",04/04/2014 13:34:19,,DUPLICATE,https://github.com/PAC-man/android_frameworks_base/commit/b4b6e8fd8410b9c43e709221526fe842449c26da,,,[DUP],[DO NOT ANALYZE],[DUPLICATE] [a9ff5a97e3c7de3438b19bbe0a43d28f53695edd],[a9ff5a97e3c7de3438b19bbe0a43d28f53695edd],EXISTS,,,,,,,,,,,,,PAC-man/android_frameworks_base,,,,zyonee,
AOSPA-legacy,android_frameworks_base,"server: start cne service Connectivity Engine (CnE) provides advanced network selection per socket, reduced signalling traffic, and increased power savings. The service implements the interface defined by CNEManager which Android applications may use. Change-Id: I9ffd1f5d60f5e9e185ab482a35b3b07f29a4124c (cherry picked from commit 3a4e3ba1bc67c460ec3c2fd4ef169ae25e3e69b1) (cherry picked from commit 1bb0036652318ac8bbecf3e6c810bbc779387c61) (cherry picked from commit 3c8af4a2546d9b71d113072d680107cb56651e71) (cherry picked from commit 861a4b062196020bf24a5b3731c717b5b95a7d77) (cherry picked from commit e3dba9799892f13c5bc2376b81cf5dceae17492c) Add Connectivity Engine (CnE) WQE support Enhanced connectivity features viz. Wifi Quality Estimation. Supports dual network mode - wifi & mobile simultaneously. Use QcConnectivityService when CnE is enabled for all CnE features. Change-Id: I14b02e21515bfc1b5fd2fc4f28e5190fa80f83f8 server: Initialize ConnectivityService on low memory device Skip initialization of QcConnectivityService and use ConnectivityService.java for a low memory device CRs-Fixed: 531430 Change-Id: I2111ec32f6e40ca79b7fc91ec4cef97ac27f3b3a Update CNE feature values. Start QcConnectivityServices for the new application traffic profiling feature too. Change-Id: I52ae76420ebd098d43fe0663f41ce622a407b90e connectivity: allow inheritance to subclass set modifier to protected in order to allow subclass to use the same data and avoid redefinition. Change-Id: I2dc688d3e433775cb073ec6faae3981807212cc9 Change visibility of methods Change the visibility of some methods so that they are accessible to the child class. Change-Id: Ie1a45978b42742cac0aaedba29fb2375882c0ae4 CRs-Fixed: 611347",04/04/2014 13:47:11,,DUPLICATE,https://github.com/AOSPA-legacy/android_frameworks_base/commit/ac8d6a139e312dbef208fe1cea5c0a95ec8b624b,,,[DUP],[DO NOT ANALYZE],[DUPLICATE] [a9ff5a97e3c7de3438b19bbe0a43d28f53695edd],[a9ff5a97e3c7de3438b19bbe0a43d28f53695edd],EXISTS,,,,,,,,,,,,,AOSPA-legacy/android_frameworks_base,,,,houst0nn,
apascual89,android_frameworks_base,"server: start cne service Connectivity Engine (CnE) provides advanced network selection per socket, reduced signalling traffic, and increased power savings. The service implements the interface defined by CNEManager which Android applications may use. Change-Id: I9ffd1f5d60f5e9e185ab482a35b3b07f29a4124c (cherry picked from commit 3a4e3ba1bc67c460ec3c2fd4ef169ae25e3e69b1) (cherry picked from commit 1bb0036652318ac8bbecf3e6c810bbc779387c61) (cherry picked from commit 3c8af4a2546d9b71d113072d680107cb56651e71) (cherry picked from commit 861a4b062196020bf24a5b3731c717b5b95a7d77) (cherry picked from commit e3dba9799892f13c5bc2376b81cf5dceae17492c) Add Connectivity Engine (CnE) WQE support Enhanced connectivity features viz. Wifi Quality Estimation. Supports dual network mode - wifi & mobile simultaneously. Use QcConnectivityService when CnE is enabled for all CnE features. Change-Id: I14b02e21515bfc1b5fd2fc4f28e5190fa80f83f8 server: Initialize ConnectivityService on low memory device Skip initialization of QcConnectivityService and use ConnectivityService.java for a low memory device CRs-Fixed: 531430 Change-Id: I2111ec32f6e40ca79b7fc91ec4cef97ac27f3b3a Update CNE feature values. Start QcConnectivityServices for the new application traffic profiling feature too. Change-Id: I52ae76420ebd098d43fe0663f41ce622a407b90e connectivity: allow inheritance to subclass set modifier to protected in order to allow subclass to use the same data and avoid redefinition. Change-Id: I2dc688d3e433775cb073ec6faae3981807212cc9 Change visibility of methods Change the visibility of some methods so that they are accessible to the child class. Change-Id: Ie1a45978b42742cac0aaedba29fb2375882c0ae4 CRs-Fixed: 611347",04/04/2014 13:49:21,,NOT-FOUND,https://github.com/apascual89/android_frameworks_base/commit/926c48ca2e3a57f53dade35c6b639b9b069a58cb,,,,[DO NOT ANALYZE],,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,apascual89/android_frameworks_base,,,,apascual89,
temasek,android_frameworks_base,"server: start cne service Connectivity Engine (CnE) provides advanced network selection per socket, reduced signalling traffic, and increased power savings. The service implements the interface defined by CNEManager which Android applications may use. Change-Id: I9ffd1f5d60f5e9e185ab482a35b3b07f29a4124c (cherry picked from commit 3a4e3ba1bc67c460ec3c2fd4ef169ae25e3e69b1) (cherry picked from commit 1bb0036652318ac8bbecf3e6c810bbc779387c61) (cherry picked from commit 3c8af4a2546d9b71d113072d680107cb56651e71) (cherry picked from commit 861a4b062196020bf24a5b3731c717b5b95a7d77) (cherry picked from commit e3dba9799892f13c5bc2376b81cf5dceae17492c) Add Connectivity Engine (CnE) WQE support Enhanced connectivity features viz. Wifi Quality Estimation. Supports dual network mode - wifi & mobile simultaneously. Use QcConnectivityService when CnE is enabled for all CnE features. Change-Id: I14b02e21515bfc1b5fd2fc4f28e5190fa80f83f8 server: Initialize ConnectivityService on low memory device Skip initialization of QcConnectivityService and use ConnectivityService.java for a low memory device CRs-Fixed: 531430 Change-Id: I2111ec32f6e40ca79b7fc91ec4cef97ac27f3b3a Update CNE feature values. Start QcConnectivityServices for the new application traffic profiling feature too. Change-Id: I52ae76420ebd098d43fe0663f41ce622a407b90e connectivity: allow inheritance to subclass set modifier to protected in order to allow subclass to use the same data and avoid redefinition. Change-Id: I2dc688d3e433775cb073ec6faae3981807212cc9 Change visibility of methods Change the visibility of some methods so that they are accessible to the child class. Change-Id: Ie1a45978b42742cac0aaedba29fb2375882c0ae4 CRs-Fixed: 611347",04/04/2014 14:04:15,,DUPLICATE,https://github.com/temasek/android_frameworks_base/commit/62492a3381318ac55f938abc7badcda35af942b6,,,[DUP],[DO NOT ANALYZE],[DUPLICATE] [a9ff5a97e3c7de3438b19bbe0a43d28f53695edd],[a9ff5a97e3c7de3438b19bbe0a43d28f53695edd],EXISTS,,,,,,,,,,,,,temasek/android_frameworks_base,,,,temasek,
Team-OSE,frameworks_base,"[1/3] Base: Battery Saver mode Concept: http://jira.omnirom.org/browse/CONCEPT-24 introduce battery saver mode this based from what user want or what user do to saving the battery life this include: 1. Automatically switch mobile network into what user choice and also disable mobile data IF wifi connected to an AP 2. Automatically switch mobile network and disable mobile data IF battery low (battery level can configure) 3. Reduce screen brightness based low battery (this feature will disabled if Auto brightness mode enabled) 4. Not changing network IF on Call or Usb tether enabled or WifiAP enabled 5. Not changing network IF there is Download/upload progress 6. Support For Both GSM and CDMA devices (need someone to test for CDMA devices) 7. every condition has an option :D 8. Restore all network configuration if battery saver mode disabled 9. Add Time Range to start battery saver mode 10. allow device without mobile data support, to using this feature 11. fix inconsistent battery low level 12. rewrite to better performance 13. modified the controller to support battery saver mode 14. add bluetooth, gps, wifi, and mobile data (if support) to be disabled while power saving activated 15. fix build QuickSettings because of LocationController change 16. rewrite to better performance 17. fix brightness value 18. rewrite (again) to allow add more saving mode 19. do delay changing only for POWER SAVING not NORMAL mode 20. add Cpu power saving mode 21. fix Cpu freq value 22. fix call saving state for non user configuration mode 23. fix NPE 24. add kill all task 25. add disable sync 26. add disable vibrate 27. add disable led 28. add notification :) 29. finally fix sync interval :D preview: http://jira.omnirom.org/secure/attachment/10394/Screenshot_2014-03-07-19-54-57.png http://jira.omnirom.org/secure/attachment/10395/Screenshot_2014-03-07-19-55-56.png http://jira.omnirom.org/secure/attachment/10396/Screenshot_2014-03-07-19-56-06.png http://jira.omnirom.org/secure/attachment/10397/Screenshot_2014-03-07-19-56-14.png http://jira.omnirom.org/secure/attachment/10398/Screenshot_2014-03-07-19-56-27.png http://jira.omnirom.org/secure/attachment/10399/Screenshot_2014-03-07-19-56-34.png Conflicts: packages/SystemUI/src/com/android/systemui/statusbar/phone/QuickSettings.java packages/SystemUI/src/com/android/systemui/statusbar/phone/QuickSettingsModel.java Change-Id: I9d86ef1425228e11cadd85d37c5b6e8b20e50fb0 Conflicts: packages/SystemUI/res/values/custom_strings.xml packages/SystemUI/src/com/android/systemui/BootReceiver.java packages/SystemUI/src/com/android/systemui/statusbar/phone/QuickSettings.java packages/SystemUI/src/com/android/systemui/statusbar/phone/QuickSettingsModel.java packages/SystemUI/src/com/android/systemui/statusbar/policy/BatteryController.java packages/SystemUI/src/com/android/systemui/statusbar/policy/BluetoothController.java services/java/com/android/server/NotificationManagerService.java",04/04/2014 14:21:00,,NOT-FOUND,https://github.com/Team-OSE/frameworks_base/commit/216ea313cb2dd28971a86befce577264da90e77d,,,[RELATED][Add power saving option],[DO NOT ANALYZE],[SOFT-DUPLICATE] [Add power saving option] [Partial commit] [Android] [* 1/3] [Battery Saver mode],[Add power saving option] [Partial commit] [Android] [* 1/3] [Battery Saver mode],NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,Team-OSE/frameworks_base,Squadzone,,,timpohladthomas,
Team-OSE,packages_apps_Settings,"[2/3] Settings: Battery Saver mode introduce battery saver mode this based from what user want or what user do to saving the battery life this include: 1. Automatically switch mobile network into what user choice and also disable mobile data IF wifi connected to an AP 2. Automatically switch mobile network and disable mobile data IF battery low (battery level can configure) 3. Reduce screen brightness based low battery (this feature will disabled if Auto brightness mode enabled) 4. Not changing network IF on Call or Usb tether enabled or WifiAP enabled 5. Not changing network IF there is Download/upload progress 6. Support For Both GSM and CDMA devices (need someone to test for CDMA devices) 7. every condition has an option :D 8. Restore all network configuration if battery saver mode disabled 9. Add Time Range to start battery saver mode 10. allow device without mobile data support, to using this feature 11. fix inconsistent battery low level 12. rewrite to better performance 13. modified the controller to support battery saver mode 14. add bluetooth, gps, wifi, and mobile data (if support) to be disabled while power saving activated 15. fix build QuickSettings because of LocationController change 16. rewrite to better performance 17. fix brightness value 18. rewrite (again) to allow add more saving mode 19. do delay changing only for POWER SAVING not NORMAL mode 20. add Cpu power saving mode 21. fix Cpu freq value 22. fix call saving state for non user configuration mode 23. fix NPE 24. add kill all task 25. add disable sync Conflicts: res/values/custom_strings.xml Change-Id: I19502c731b74e82a3873f19f51965ee5a88c1f04 Conflicts: AndroidManifest.xml res/values/custom_strings.xml src/com/android/settings/fuelgauge/PowerUsageSummary.java",04/04/2014 14:30:36,,NOT-FOUND,https://github.com/Team-OSE/packages_apps_Settings/commit/7aac7779502fd845a06c8735245c32e9d9b5e6cf,,,[RELATED][Add power saving option],[DO NOT ANALYZE],[SOFT-DUPLICATE] [Add power saving option] [Partial commit] [Android] [* 2/3] [Battery Saver mode],[Add power saving option] [Partial commit] [Android] [* 2/3] [Battery Saver mode],NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,Team-OSE/packages_apps_Settings,Squadzone,,,timpohladthomas,
Team-OSE,packages_apps_Settings,"[3/3] OmniGears: Battery Saver Mode introduce battery saver mode this based from what user want or what user do to saving the battery life this include: 1. Automatically switch mobile network into what user choice and also disable mobile data IF wifi connected to an AP 2. Automatically switch mobile network and disable mobile data IF battery low (battery level can configure) 3. Reduce screen brightness based low battery (this feature will disabled if Auto brightness mode enabled) 4. Not changing network IF on Call or Usb tether enabled or WifiAP enabled 5. Not changing network IF there is Download/upload progress 6. Support For Both GSM and CDMA devices (need someone to test for CDMA devices) 7. every condition has an option :D 8. Restore all network configuration if battery saver mode disabled 9. Add Time Range to start battery saver mode 10. allow device without mobile data support, to using this feature 11. fix inconsistent battery low level 12. rewrite to better performance 13. modified the controller to support battery saver mode 14. add bluetooth, gps, wifi, and mobile data (if support) to be disabled while power saving activated 15. fix build QuickSettings because of LocationController change 16. rewrite to better performance 17. fix brightness value 18. rewrite (again) to allow add more saving mode 19. do delay changing only for POWER SAVING not NORMAL mode 20. add Cpu power saving mode 21. fix Cpu freq value 22. fix call saving state for non user configuration mode 23. fix NPE 24. add kill all task 25. add disable sync 26. add disable vibrate 27. add disable led Conflicts: res/values/custom_arrays.xml res/values/custom_strings.xml Change-Id: Id289090fa20a38d4fc43c40240148e5f276eb4b6 Conflicts: res/layout/separator_label.xml res/values/custom_arrays.xml res/values/custom_strings.xml src/org/omnirom/omnigears/interfacesettings/MoreInterfaceSettings.java",04/04/2014 14:50:26,,NOT-FOUND,https://github.com/Team-OSE/packages_apps_Settings/commit/9971e2b0e68cd1b6e1c59ebbf6c758fbf05235b3,,,[RELATED][Add power saving option],[DO NOT ANALYZE],[SOFT-DUPLICATE] [Add power saving option] [Partial commit] [Android] [* 3/3] [Battery Saver mode],[Add power saving option] [Partial commit] [Android] [* 3/3] [Battery Saver mode],NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,Team-OSE/packages_apps_Settings,Squadzone,,,timpohladthomas,
